trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_11_vs_Student_0,sw_Ablated_11_vs_Student_1,sw_Student_0_vs_Student_1,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
179,2,60.0,330.0,False,19.774587402469926,3173.190627439798,3154.1592900070755,0.02250326861380919,1596.482607421134,1576.708020018664
180,2,90.0,0.0,False,22.56182316458917,3254.915937875837,3233.190327221484,0.030484511669919452,1638.738880520213,1616.177057355624
181,2,90.0,30.0,False,30.03233732464253,3250.96483642403,3222.68797266287,0.03584240035317661,1640.4985868743363,1610.4662495496939
182,2,90.0,60.0,False,33.2068428442288,3192.530247822867,3161.0896142664924,0.02840284871932789,1612.868545333548,1579.661702489319
183,2,90.0,90.0,True,43.693584643693924,3232.5219144428256,3190.3316776561005,0.0599523924415339,1638.1077495432598,1594.4141648995658
184,2,90.0,120.0,False,34.61983792112133,3324.2790721596784,3291.027758443358,0.027711178753611825,1679.4494550404,1644.8296171192785
185,2,90.0,150.0,False,39.95881441353855,3522.3654148141536,3484.085137630938,0.053312384708766536,1781.1621146138461,1741.2033002003077
186,2,90.0,180.0,False,46.14021543366047,3590.03879116389,3544.936693033971,0.051140992909232214,1818.0895032987753,1771.949287865115
187,2,90.0,210.0,False,40.11235802507186,3300.695002147282,3262.2348380085036,0.024765095529799705,1670.403680086177,1630.2913220611051
188,2,90.0,240.0,False,32.665613233613726,2926.086170604444,2895.8528886409495,0.022755411102796684,1479.3758919190288,1446.710278685415
189,2,90.0,270.0,False,30.030159632379267,3352.3458924944935,3323.708563253709,0.012755376663622784,1691.1880260634364,1661.157866431057
190,2,90.0,300.0,False,23.403209158002017,3422.7903255420124,3399.827272576929,0.023077074075507124,1723.0967673500072,1699.6935581920052
191,2,90.0,330.0,False,23.783839374225025,3358.68955902963,3335.5519899798164,0.03926782024920069,1691.2366992019274,1667.4528598277025
192,2,120.0,0.0,False,27.003940602012314,3395.5078850332156,3369.2775577891157,0.01855738505463462,1711.255912817614,1684.2519722156017
193,2,120.0,30.0,False,35.552717241860165,3320.4873395770755,3286.166509375065,0.015497794104279997,1678.0200284094678,1642.4673111676077
194,2,120.0,60.0,False,43.85797725289589,3347.176074548888,3304.6623906074256,0.0216084518415838,1695.5170259008921,1651.6590486479963
195,2,120.0,90.0,False,45.68507721759157,3328.123836412432,3284.203431714176,0.04989789889961381,1686.9044568150118,1641.2193795974201
196,2,120.0,120.0,True,50.88286742290162,3418.9349963855866,3369.761368724321,0.033794397978725035,1734.9089319042441,1684.0260644813425
197,2,120.0,150.0,False,45.540772012805604,3244.7550964425545,3201.2202117236648,0.03438678791289536,1645.14793422768,1599.6071622148745
198,2,120.0,180.0,False,34.78576991874034,3333.272359528129,3299.920331249222,0.017312593622501177,1684.0290647234347,1649.2432948046944
199,2,120.0,210.0,False,44.53922341111197,3343.3526582769346,3300.9123326996105,0.01200134202268107,1693.9459408440232,1649.4067174329114
200,2,120.0,240.0,False,34.442946205921245,3310.899590377395,3277.99861379094,0.015870354700658017,1672.671268291658,1638.2283220857369
201,2,120.0,270.0,False,37.40390919734129,3273.8167531615313,3237.8537498683677,0.016000030335052286,1655.6103311794363,1618.206421982095
202,2,120.0,300.0,False,28.857393828694594,3349.019012525763,3320.8894892430653,0.030398357661716828,1688.9382031772288,1660.0808093485343
203,2,120.0,330.0,False,29.934949394723482,3390.520425079624,3361.2261526290604,0.03377018767582247,1710.2276872371738,1680.2927378424504
204,2,150.0,0.0,False,24.33847807192867,3514.6631011928594,3491.247043606987,0.014887792225670146,1769.5007896323941,1745.1623115604652
205,2,150.0,30.0,False,34.342910264078824,3404.149361798979,3370.8136181440623,0.0085704651058225,1719.246136031529,1684.90322576745
