trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Ablated_0,sw_Healthy_vs_Ablated_1,sw_Healthy_vs_Ablated_2,sw_Healthy_vs_Ablated_3,sw_Healthy_vs_Ablated_4,sw_Healthy_vs_Ablated_5,sw_Healthy_vs_Ablated_6,sw_Healthy_vs_Ablated_7,sw_Healthy_vs_Ablated_8,sw_Healthy_vs_Ablated_9,sw_Healthy_vs_Ablated_10,sw_Healthy_vs_Ablated_11,sw_Healthy_vs_Ablated_12,sw_Healthy_vs_Ablated_13,teacher_vs_students_mean,teacher_vs_students_std
10,1,0.0,300.0,False,0.5621498798059255,1.4092021006719848,0.2671656906801168,0.1371083619397898,0.5600936221608344,0.6566151325395305,1.0059988382484397,0.8252587330312083,1.2567999144684365,0.32637433493317125,83.99929905271085,385795.188045604,1.519427332217067,1.1070096731665573,27563.487182019326,99355.59967906351
11,1,0.0,330.0,False,0.691150449917433,1.4036758272601717,0.23086139939434147,0.0361525149661254,0.38682104610558216,0.36669627762837786,1.2649146649705478,0.6730370758598245,1.6061853763313856,0.27204447689417616,0.22601251726250107,334899.8823591355,2.532924017239294,0.9028545987473983,23922.17683495558,86249.69714051086
12,1,30.0,0.0,False,1.4639665780288464,1.1030821264929558,0.09665113167500698,0.20053614965110267,1.769266369029514,0.2572313527144818,2.0883710672705154,1.250662360159181,2.899459842667411,0.46044248619290123,0.5000573953748736,122708.5900130752,2.6820303973929036,0.35269120103749296,8765.979604395206,31601.994188624096
13,1,30.0,30.0,True,5.5347352357793405,0.9846068691970635,0.25728354842918233,0.5309824026594228,1.435934297416574,0.3017090214918545,2.2561954354823808,1.3725913627663728,2.8167778056137074,0.3161407464400886,0.09488597156903822,83266.9330373992,2.2792181853112985,0.2639980529988935,5948.955578309596,21444.14868113855
14,1,30.0,60.0,False,24.22819650345732,0.8532032390881537,0.6893671258062368,0.5197518049829786,0.9599684796967429,0.3800557162634133,2.4332501558702075,1.6309506285978936,3.1125069986576155,0.31794105740755874,0.0871999992468171,160486.25135270055,1.9585088031842828,0.16768901169847167,11465.970710158892,41330.78989295723
15,1,30.0,90.0,False,2.441114243900769,0.7501379552678957,0.41408269239199136,0.6370118370341379,0.8606462197085755,0.707842594754832,2.264839990353166,1.1741862373177638,3.149720439105466,0.348901106914963,0.33107062400528775,105573.59007617383,2.162935522085613,0.3621155716018092,7542.085334372018,27189.04747281937
16,1,30.0,120.0,False,1.9318500796725093,0.9855714131174237,1.21544533631995,0.3087829315179269,1.2015131078356167,1.995269663598448,2.2976724055776465,1.1112865019307714,2.589426999953472,0.6092605992536985,0.5284204675175825,789.4295322994147,2.6228757769168,0.6339903135712983,57.675778421156984,202.95335541810283
17,1,30.0,150.0,False,1.7666377143564072,1.0629550863095603,1.3050177051594383,0.7691031415338372,1.308928362638241,2.3199233100518235,2.254047158592792,1.1450753064725627,2.4518583480426654,0.9152288633568717,0.7084495164948981,7830.215550231951,2.588012990099596,0.8147282838747896,560.6875368584954,2016.20440985992
18,1,30.0,180.0,False,1.6571848313970623,0.918372146219992,1.0803171981066786,1.353285356133403,1.4742464428483568,1.6185999519236418,2.192130312384114,1.4615070241457677,2.2456124461540203,2.2209686478029553,1.102800373476438,17565.91997994871,2.4565600988089655,0.46971998864738884,1256.1550917690543,4523.514925267824
19,1,30.0,210.0,False,1.3754527705677009,0.8735783636557672,0.13496227530293123,1.4621424486783696,1.8477139138225784,0.5852741227787794,1.8909826695105636,1.6532960871390072,1.433550661821464,0.8953973304465015,0.861672365012818,17103.245329713835,2.188676191066251,0.46259691693662874,1222.7793304164695,4404.448840306882
20,1,30.0,240.0,False,1.3220321563100441,0.7887574106757016,0.39338556663702895,0.7441674316860705,1.8318957515762286,0.6641780293227773,1.5395678681442262,1.8940651078071782,1.3622918781369067,0.2061116552737077,0.9719194740311314,47722.07949669262,1.812487985163683,0.8300896263177395,3409.7457461881213,12290.030124303019
21,1,30.0,270.0,False,1.2362872182390636,1.131020752381653,0.5915618314463487,0.27373435730217904,1.4594201004619518,1.0580626762228764,1.2804368976172882,1.4582770646036263,1.9575347880626812,0.3813848908288005,0.7946580973219299,81110.3449963732,1.6952643504186957,1.4135148803599022,5794.648296734175,20888.815874255484
22,1,30.0,300.0,False,1.031189748705808,1.141039737481105,0.5896079203771547,0.1456957609938907,1.1429763916317626,0.5312244619901956,1.4419573236060876,1.1769690182200077,2.116220677224214,0.5810788104839711,0.3415757467780705,44980.28167928971,1.7680904058394589,0.8466357585410954,3213.795424360827,11583.939072502131
