trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Multi_dir0-1,sw_Healthy_vs_Multi_dir0-1-2,sw_Healthy_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1_vs_Multi_dir0-1-2,sw_Multi_dir0-1_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1-2_vs_Multi_dir0-1-2-3,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
79,1,180.0,210.0,False,2.8541216287181017,2.9417874154628336,2.6947862781339085,0.3169197065861308,0.43627958543337,0.37527894837424836,0.03029320163823943,2.830231774104948,0.10224296006905595
80,1,180.0,240.0,False,2.6416416572629564,2.6190851941784765,2.2102957382140564,0.3619527999341136,0.8615341334178293,0.700807714108757,0.05453298330136211,2.4903408632184965,0.19823580661388213
81,1,180.0,270.0,False,2.559152763714378,2.5935174771867855,2.1852340046363885,0.21334576331502172,0.42221908874825964,0.5048734322003309,0.07028240973662665,2.4459680818458507,0.18489984252149866
82,1,180.0,300.0,False,2.280699721642125,2.4533890992665137,1.8935706410523876,0.2512618936336368,0.4497283983126264,0.665328035487202,0.03463254798160859,2.2092198206536753,0.23406723923308764
83,1,180.0,330.0,False,2.027512235464576,2.2729810505957446,1.6346718231340203,0.33866421080981796,0.6525762194737833,0.9620619097212288,0.026621750789093762,1.978388369731447,0.26289355653840935
84,1,210.0,0.0,False,2.2231013310790884,2.183377741243792,1.5926406244647375,0.11121417045889437,0.7841170577614318,0.785903764264459,0.07636109664080246,1.9997065655958728,0.28829556733681405
85,1,210.0,30.0,False,1.9602279535307692,1.9844984181025258,1.5910764346108497,0.09449480511931543,0.5167507314975095,0.5531314054951284,0.054168234203884724,1.8452676020813816,0.18001319595640058
86,1,210.0,60.0,False,2.294682553585474,2.322638772791833,1.9521204339314042,0.15365962008066503,0.3844385916638589,0.4260441417287688,0.1270232524796794,2.1898139201029037,0.16846173170653947
87,1,210.0,90.0,False,2.4415544510122107,2.510731931295618,2.2234999030966405,0.2305564562031902,0.3438221492126885,0.3391092421030391,0.07548851829312644,2.39192876180149,0.1223998673148895
88,1,210.0,120.0,False,2.4639644646162098,2.698208884810658,2.4836341610475343,0.6133178215678348,0.4872126204682933,0.27846543725657175,0.08599518263122526,2.5486025034914674,0.10609202369638787
89,1,210.0,150.0,False,2.5121024327255403,2.6668010638216466,2.5667727794849737,0.40918113231503433,0.2684792071110017,0.16881287913643556,0.06885777392427969,2.5818920920107202,0.06405394509937537
90,1,210.0,180.0,False,2.73111613056886,2.8178512848626864,2.6984394860600807,0.27171829384875823,0.20675610553197055,0.19942105709295502,0.02358426329582982,2.749135633830542,0.05038730856519883
91,1,210.0,210.0,True,2.8506098442298313,2.797639144957728,2.5932986762588586,0.31809686410789473,0.3575568597683182,0.32524035611186874,0.030827021413381596,2.747182555148806,0.11094040406754697
92,1,210.0,240.0,False,2.80002140351672,2.691568218811611,2.2985215316241128,0.3025339108345038,0.5953590183453137,0.5383118649808953,0.021773281157481932,2.596703717984148,0.21544525292984631
93,1,210.0,270.0,False,2.5185895708541652,2.5867148405081704,1.8322574169829995,0.1792995334309737,0.9141413080848833,0.897072032108374,0.04999360866979903,2.312520609448445,0.3407343184155694
